commit,dataset,regime,centres,arm,query_type,k,radius,repetition,query_count,construction_time_ms,adapt_time_ms,total_query_time_ms,mean_query_time_ms,median_query_time_ms,p95_query_time_ms,std_query_time_ms,mean_distances,mean_index_distances,mean_leaf_distances,mean_reads,mean_writes,mean_nodes_entered,mean_leaves_entered,mean_subtrees_pruned,mean_tau_updates,mean_queue_pops,mean_queue_pops_discarded,mean_result_size,adapt_distances,adapt_reads,adapt_writes,objects_relocated,reverse_relocations,radius_shrink_total,tree_height,node_count,num_objects,index_size_bytes,correct_results,page_size,seed
5ede674,brcities5507,concentrado,2,etapa1,knn,10,0.5,3,100,82.7045,18.8604,12.5468,0.125468,0.12365,0.144315,0.0108626,369.98,167.56,202.42,66.27,0,66.27,41.27,292.03,41.18,80.97,15.7,10,24846,8398,774,1083,812,16.2229,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2,knn,10,0.5,3,100,88.0412,106.805,4.3439,0.043439,0.0431,0.056315,0.00801698,125.09,60.26,64.83,19.8,0,19.8,7.79,118.2,22.28,41.81,23.01,10,0,0,0,0,0,0,4,482,5507,494592,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2_data,knn,10,0.5,3,100,95.264,100.075,4.7092,0.047092,0.04835,0.05832,0.00736863,153.1,70.51,82.59,20.67,0,20.67,10.42,89.41,33.58,38.94,19.27,10,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,concentrado,2,original,range,10,0.5,3,100,86.3228,0,12.3346,0.123346,0.121,0.137675,0.0163849,279.79,151.05,128.74,66.01,0,66.01,41.01,307.99,0,0,0,12.77,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,slimdown,range,10,0.5,3,100,84.6684,2.5315,10.9467,0.109467,0.10975,0.121165,0.00770112,269.26,141.35,127.91,60.96,0,60.96,35.96,298.04,0,0,0,12.77,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa1,range,10,0.5,3,100,80.753,18.0367,11.0697,0.110697,0.11065,0.12694,0.0119674,281.14,149.95,131.19,63.91,0,63.91,38.91,310.09,0,0,0,12.77,23120,7856,754,1073,770,16.2021,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2,range,10,0.5,3,100,81.2537,99.3096,3.5043,0.035043,0.0356,0.040305,0.00395281,88.12,43.59,44.53,18,0,18,6.22,139.56,0,0,0,12.77,0,0,0,0,0,0,4,482,5507,494592,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2_data,range,10,0.5,3,100,88.9055,97.351,3.1718,0.031718,0.03155,0.03584,0.002645,97.28,50.1,47.18,16.22,0,16.22,7.01,99.36,0,0,0,12.77,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,disperso,8,original,knn,10,0.5,3,100,85.9349,0,9.8124,0.098124,0.08705,0.189665,0.0460302,274.84,126.73,148.11,46.31,0,46.31,25,252.65,29.65,60.25,14.94,10,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,slimdown,knn,10,0.5,3,100,104.475,3.1082,9.0927,0.090927,0.0892,0.132725,0.0271554,274.46,121.52,152.94,44.41,0,44.41,23.2,240.81,27.36,58.43,15.02,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa1,knn,10,0.5,3,100,87.1342,19.6296,9.2371,0.092371,0.09085,0.14296,0.0292856,273.68,125.37,148.31,45.44,0,45.44,24.13,253.25,28.64,59.65,15.21,10,23720,8769,529,557,203,28.7503,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa2,knn,10,0.5,3,100,93.8386,113.671,3.2654,0.032654,0.0295,0.05209,0.0146168,89.47,41.93,47.54,13.44,0,13.44,5.33,55.26,13.26,30.51,18.07,10,0,0,0,0,0,0,4,488,5507,500736,1,1024,42
5ede674,brcities5507,disperso,8,etapa2_data,knn,10,0.5,3,100,91.2892,94.9677,3.9071,0.039071,0.03925,0.053405,0.00802052,126.37,64.14,62.23,17.65,0,17.65,8.18,92.11,20.91,39.48,22.83,10,0,0,0,0,0,0,4,466,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,disperso,8,original,range,10,0.5,3,100,84.937,0,7.4072,0.074072,0.0681,0.1253,0.0317548,164.94,101.83,63.11,40.92,0,40.92,20.49,258.95,0,0,0,5.86,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,slimdown,range,10,0.5,3,100,109.907,2.5788,7.1827,0.071827,0.0657,0.120315,0.0302769,161.79,96.59,65.2,39.15,0,39.15,18.85,247.36,0,0,0,5.86,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa1,range,10,0.5,3,100,85.9765,18.5497,7.2521,0.072521,0.0672,0.117425,0.0284623,165.28,100.83,64.45,40.37,0,40.37,19.94,259.5,0,0,0,5.86,18517,7356,422,446,125,22.6209,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa2,range,10,0.5,3,100,86.0948,100.695,2.2897,0.022897,0.01805,0.038205,0.00959804,47.78,26.43,21.35,11.86,0,11.86,3.95,72.71,0,0,0,5.86,0,0,0,0,0,0,4,488,5507,500736,1,1024,42
5ede674,brcities5507,disperso,8,etapa2_data,range,10,0.5,3,100,94.0486,93.3257,2.6041,0.026041,0.0252,0.040305,0.00870202,64.47,40.06,24.41,14.74,0,14.74,5.76,111.92,0,0,0,5.86,0,0,0,0,0,0,4,466,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,uniforme,0,original,knn,10,0.5,3,100,82.0239,0,13.9217,0.139217,0.13795,0.17354,0.0232531,406.53,180.32,226.21,73.55,0,73.55,48.85,276.9,36.51,86.85,14.3,10,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,slimdown,knn,10,0.5,3,100,92.4735,3.1115,14.0144,0.140144,0.1362,0.18017,0.0277961,391.22,168.49,222.73,67.8,0,67.8,43.15,267.39,33.17,81.2,14.4,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa1,knn,10,0.5,3,100,87.7008,20.6342,14.2469,0.142469,0.1411,0.181,0.0240916,394.05,177.04,217.01,71.1,0,71.1,46.4,278.86,35.14,84.89,14.79,10,24674,7091,1414,1505,463,54.4131,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2,knn,10,0.5,3,100,94.3083,111.532,5.8602,0.058602,0.059,0.075815,0.0110914,157.99,81.36,76.63,25.85,0,25.85,11.23,139.36,25.75,42.49,17.64,10,0,0,0,0,0,0,4,475,5507,487424,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2_data,knn,10,0.5,3,100,90.0492,94.7917,4.7495,0.047495,0.04635,0.066585,0.00968597,135.52,66.83,68.69,21.4,0,21.4,9.28,116.46,21.75,38.3,17.9,10,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,uniforme,0,original,range,10,0.5,3,100,81.2846,0,12.9501,0.129501,0.13005,0.16863,0.0257666,356.36,165.88,190.48,72.14,0,72.14,47.37,293.65,0,0,0,21.72,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,slimdown,range,10,0.5,3,100,110.023,2.6668,13.2969,0.132969,0.1295,0.188535,0.03384,342.03,153.41,188.62,66.38,0,66.38,41.68,283.9,0,0,0,21.72,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa1,range,10,0.5,3,100,79.5911,18.3213,12.6539,0.126539,0.1245,0.16761,0.0274355,345.96,161.86,184.1,69.52,0,69.52,44.75,296.27,0,0,0,21.72,24765,6896,1419,1495,482,58.7622,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2,range,10,0.5,3,100,85.8938,101.224,4.9002,0.049002,0.0524,0.066905,0.0120887,134.98,69.09,65.89,24.69,0,24.69,10.39,155.21,0,0,0,21.72,0,0,0,0,0,0,4,475,5507,487424,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2_data,range,10,0.5,3,100,85.2324,90.8699,4.2561,0.042561,0.04315,0.05672,0.0100461,124.27,57.92,66.35,21.32,0,21.32,9.31,132.65,0,0,0,21.72,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,disperso,8,original,knn,10,0.5,4,100,82.8567,0,8.8808,0.088808,0.08725,0.13369,0.0279415,274.84,126.73,148.11,46.31,0,46.31,25,252.65,29.65,60.25,14.94,10,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,slimdown,knn,10,0.5,4,100,100.111,3.6141,9.7153,0.097153,0.0944,0.13834,0.0279903,274.46,121.52,152.94,44.41,0,44.41,23.2,240.81,27.36,58.43,15.02,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa1,knn,10,0.5,4,100,84.6311,18.8032,9.4115,0.094115,0.0838,0.15392,0.0335076,273.68,125.37,148.31,45.44,0,45.44,24.13,253.25,28.64,59.65,15.21,10,23720,8769,529,557,203,28.7503,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa2,knn,10,0.5,4,100,90.7986,105.613,3.0202,0.030202,0.03025,0.044015,0.00882882,89.47,41.93,47.54,13.44,0,13.44,5.33,55.26,13.26,30.51,18.07,10,0,0,0,0,0,0,4,488,5507,500736,1,1024,42
5ede674,brcities5507,disperso,8,etapa2_data,knn,10,0.5,4,100,98.2797,96.1424,3.7593,0.037593,0.0376,0.05064,0.00765809,126.37,64.14,62.23,17.65,0,17.65,8.18,92.11,20.91,39.48,22.83,10,0,0,0,0,0,0,4,466,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,disperso,8,original,range,10,0.5,4,100,81.0908,0,7.0646,0.070646,0.06465,0.11813,0.0314546,164.94,101.83,63.11,40.92,0,40.92,20.49,258.95,0,0,0,5.86,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,slimdown,range,10,0.5,4,100,85.2866,2.7439,6.6416,0.066416,0.06225,0.108915,0.0272835,161.79,96.59,65.2,39.15,0,39.15,18.85,247.36,0,0,0,5.86,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa1,range,10,0.5,4,100,81.5385,15.3847,6.9963,0.069963,0.06285,0.11702,0.0300488,165.28,100.83,64.45,40.37,0,40.37,19.94,259.5,0,0,0,5.86,18517,7356,422,446,125,22.6209,4,393,5507,403456,1,1024,42
5ede674,brcities5507,disperso,8,etapa2,range,10,0.5,4,100,80.6801,93.8104,2.1138,0.021138,0.0165,0.0357,0.0089138,47.78,26.43,21.35,11.86,0,11.86,3.95,72.71,0,0,0,5.86,0,0,0,0,0,0,4,488,5507,500736,1,1024,42
5ede674,brcities5507,disperso,8,etapa2_data,range,10,0.5,4,100,80.9252,89.1693,2.6239,0.026239,0.02435,0.04053,0.00900082,64.47,40.06,24.41,14.74,0,14.74,5.76,111.92,0,0,0,5.86,0,0,0,0,0,0,4,466,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,uniforme,0,original,knn,10,0.5,4,100,87.0649,0,14.7257,0.147257,0.1461,0.18639,0.0248616,406.53,180.32,226.21,73.55,0,73.55,48.85,276.9,36.51,86.85,14.3,10,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,slimdown,knn,10,0.5,4,100,95.2721,3.3645,14.6155,0.146155,0.1391,0.18261,0.0404328,391.22,168.49,222.73,67.8,0,67.8,43.15,267.39,33.17,81.2,14.4,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa1,knn,10,0.5,4,100,84.8272,20.2971,13.8459,0.138459,0.13675,0.180975,0.028141,394.05,177.04,217.01,71.1,0,71.1,46.4,278.86,35.14,84.89,14.79,10,24674,7091,1414,1505,463,54.4131,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2,knn,10,0.5,4,100,87.3675,101.877,5.6567,0.056567,0.05555,0.074575,0.0129814,157.99,81.36,76.63,25.85,0,25.85,11.23,139.36,25.75,42.49,17.64,10,0,0,0,0,0,0,4,475,5507,487424,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2_data,knn,10,0.5,4,100,90.3738,96.6771,4.6658,0.046658,0.04595,0.065335,0.00980056,135.52,66.83,68.69,21.4,0,21.4,9.28,116.46,21.75,38.3,17.9,10,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,uniforme,0,original,range,10,0.5,4,100,81.9565,0,12.8552,0.128552,0.1293,0.168185,0.0260914,356.36,165.88,190.48,72.14,0,72.14,47.37,293.65,0,0,0,21.72,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,slimdown,range,10,0.5,4,100,94.0065,2.9093,12.6394,0.126394,0.12795,0.16653,0.0243373,342.03,153.41,188.62,66.38,0,66.38,41.68,283.9,0,0,0,21.72,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa1,range,10,0.5,4,100,85.7032,19.9711,12.6525,0.126525,0.12275,0.17455,0.02778,345.96,161.86,184.1,69.52,0,69.52,44.75,296.27,0,0,0,21.72,24765,6896,1419,1495,482,58.7622,4,393,5507,403456,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2,range,10,0.5,4,100,87.3827,103.223,5.3378,0.053378,0.05465,0.071065,0.0172593,134.98,69.09,65.89,24.69,0,24.69,10.39,155.21,0,0,0,21.72,0,0,0,0,0,0,4,475,5507,487424,1,1024,42
5ede674,brcities5507,uniforme,0,etapa2_data,range,10,0.5,4,100,90.4945,96.5528,4.4931,0.044931,0.04425,0.06282,0.0127768,124.27,57.92,66.35,21.32,0,21.32,9.31,132.65,0,0,0,21.72,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,concentrado,2,original,knn,10,0.5,4,100,86.2087,0,13.9739,0.139739,0.1382,0.157245,0.014857,370.12,168.66,201.46,68.22,0,68.22,43.22,290.18,41.38,82.82,15.6,10,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,slimdown,knn,10,0.5,4,100,109.164,2.7697,13.0717,0.130717,0.12475,0.158695,0.0247854,358.94,160.95,197.99,63.45,0,63.45,38.45,279.59,37.35,78.41,15.96,10,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa1,knn,10,0.5,4,100,83.9845,19.0716,13.1006,0.131006,0.1275,0.16402,0.0191699,369.98,167.56,202.42,66.27,0,66.27,41.27,292.03,41.18,80.97,15.7,10,24846,8398,774,1083,812,16.2229,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2,knn,10,0.5,4,100,96.5324,112.233,5.0659,0.050659,0.0508,0.066415,0.0100701,125.09,60.26,64.83,19.8,0,19.8,7.79,118.2,22.28,41.81,23.01,10,0,0,0,0,0,0,4,482,5507,494592,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2_data,knn,10,0.5,4,100,96.0685,99.711,4.7209,0.047209,0.0482,0.058315,0.00753894,153.1,70.51,82.59,20.67,0,20.67,10.42,89.41,33.58,38.94,19.27,10,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
5ede674,brcities5507,concentrado,2,original,range,10,0.5,4,100,89.4833,0,12.2143,0.122143,0.12105,0.140755,0.0147483,279.79,151.05,128.74,66.01,0,66.01,41.01,307.99,0,0,0,12.77,0,0,0,0,0,0,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,slimdown,range,10,0.5,4,100,89.0241,2.6496,11.275,0.11275,0.11225,0.126935,0.00901234,269.26,141.35,127.91,60.96,0,60.96,35.96,298.04,0,0,0,12.77,0,0,0,0,0,0,4,378,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa1,range,10,0.5,4,100,82.9211,17.8555,11.2853,0.112853,0.11515,0.12613,0.0109017,281.14,149.95,131.19,63.91,0,63.91,38.91,310.09,0,0,0,12.77,23120,7856,754,1073,770,16.2021,4,393,5507,403456,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2,range,10,0.5,4,100,89.3013,119.133,4.0062,0.040062,0.0379,0.05891,0.00937095,88.12,43.59,44.53,18,0,18,6.22,139.56,0,0,0,12.77,0,0,0,0,0,0,4,482,5507,494592,1,1024,42
5ede674,brcities5507,concentrado,2,etapa2_data,range,10,0.5,4,100,84.4753,92.8139,3.1514,0.031514,0.03135,0.036605,0.00265014,97.28,50.1,47.18,16.22,0,16.22,7.01,99.36,0,0,0,12.77,0,0,0,0,0,0,4,465,5507,1.84467e+19,1,1024,42
